0	0.5	0.96337811	1.71451414
1	0.51666667	0.67934693	1.33035782
2	0.53333333	0.69742665	0.80349457
3	0.55	0.9409062	0.17223856
4	0.56666667	1.45034374	-0.53273833
5	0.58333333	1.75205108	-1.00431922
6	0.6	1.97937909	0.20716224
7	0.61666667	1.72080842	1.08559761
8	0.63333333	1.07415341	2.36965935
9	0.65	0.06635348	4.77714042
10	0.66666667	-1.03513124	8.93011061
11	0.68333333	-1.64157847	11.21430931
12	0.7	-1.68029469	11.33198709
13	0.71666667	-1.56546715	11.6746838
14	0.73333333	-1.10685589	10.2125377
15	0.75	-0.43186713	6.23137233
16	0.76666667	0.56369728	0.41957196
17	0.78333333	1.48268794	-3.56689785
18	0.8	2.55255401	-8.7897857
19	0.81666667	3.38930049	-14.09432496
20	0.83333333	4.21320785	-19.52166844
21	0.85	4.81679991	-24.73703158
22	0.86666667	5.39844763	-28.95508083
23	0.88333333	5.80076246	-33.31868417
24	0.9	6.17751719	-38.96639237
25	0.91666667	6.46717849	-44.59403636
26	0.93333333	6.64163693	-49.19809767
27	0.95	7.0870043	-54.94160262
28	0.96666667	7.39386413	-61.94856266
29	0.98333333	7.61819356	-69.44750597
30	1	8.02307654	-76.34809352
31	1.01666667	8.44043623	-80.57867141
32	1.03333333	8.74035751	-84.25349814
33	1.05	9.03842991	-87.96142158
34	1.06666667	9.37095464	-90.15184758
35	1.08333333	9.74656351	-92.42234027
36	1.1	10.03526531	-96.16097892
37	1.11666667	10.49119751	-99.25298235
38	1.13333333	11.04038433	-103.2452585
39	1.15	11.52125047	-108.5264921
40	1.16666667	11.97600866	-112.8655055
41	1.18333333	12.50706069	-118.6123188
42	1.2	12.88869413	-123.6683136
43	1.21666667	13.3724318	-126.4357371
44	1.23333333	13.77312901	-128.1295808
45	1.25	14.10797057	-127.5070821
46	1.26666667	14.33147072	-125.6070806
47	1.28333333	14.34946772	-122.1224148
48	1.3	13.85382651	-108.9663562
49	1.31666667	13.04749008	-89.2834891
50	1.33333333	11.65159309	-70.93264135
51	1.35	9.37673666	-51.93884411
52	1.36666667	6.07106154	-31.52957895
53	1.38333333	1.8613602	-16.33351239
54	1.4	-2.6871314	-4.48743266
55	1.41666667	-6.61962858	2.2484329
56	1.43333333	-8.71850669	2.69558757
57	1.45	-8.8339871	2.13336737
58	1.46666667	-7.54342331	1.54089469
59	1.48333333	-5.4753626	0.90472429
60	1.5	-3.33621136	0.71609085
61	1.51666667	-1.52996271	0.49737199
62	1.53333333	-0.16835938	0.58514456
63	1.55	0.82025769	0.67360325
64	1.56666667	1.41810149	0.92765417
65	1.58333333	1.81595516	1.07744638
66	1.6	2.09066043	1.15323726
67	1.61666667	2.34110463	1.37271475
68	1.63333333	2.55454761	1.46183351
69	1.65	2.73111541	1.449893
70	1.66666667	2.68578212	1.7091645
71	1.68333333	2.48543845	1.69823878
72	1.7	2.16721316	1.88216458
73	1.71666667	1.7545722	1.79057992
74	1.73333333	1.40877279	1.58621397
75	1.75	1.17081939	1.22466034
76	1.76666667	1.14404545	0.68532627
77	1.78333333	1.4112375	0.03333558
78	1.8	1.75027994	-0.69557814
79	1.81666667	2.12954468	-0.84338307
80	1.83333333	2.06511182	-0.68210664
81	1.85	1.82578877	0.35685585
82	1.86666667	1.06075382	1.11546576
83	1.88333333	0.03389475	4.97910232
84	1.9	-1.0326383	9.71131073
85	1.91666667	-1.67808563	11.44867939
86	1.93333333	-1.81489453	11.98756511
87	1.95	-1.68078933	11.60535618
88	1.96666667	-1.29057834	10.03387851
89	1.98333333	-0.60343199	5.58714871
90	2	0.39417232	-0.46096355
91	2.01666667	1.4545418	-6.33185124
92	2.03333333	2.5869281	-11.6114799
93	2.05	3.54089644	-17.65631897
94	2.06666667	4.47186541	-23.60090389
95	2.08333333	5.16288876	-28.05628484
96	2.1	5.68686607	-31.62682439
97	2.11666667	5.91361148	-34.45979264
98	2.13333333	6.15632302	-37.25109505
99	2.15	6.38009825	-41.25284514
100	2.16666667	6.5624431	-45.32772203
101	2.18333333	6.82074374	-49.3521788
102	2.2	7.1800686	-53.63090233
103	2.21666667	7.5538722	-56.90581299
104	2.23333333	7.98078361	-60.12848826
105	2.25	8.43595695	-64.89559561
106	2.26666667	9.01506082	-69.61746494
107	2.28333333	9.70890685	-74.44369238
108	2.3	10.31541411	-80.18304383
109	2.31666667	10.84716229	-85.35911284
110	2.33333333	11.58614066	-90.24280745
111	2.35	12.08289949	-96.23688926
112	2.36666667	12.52526659	-102.4539086
113	2.38333333	13.09261949	-108.8001633
114	2.4	13.43448709	-114.4126912
115	2.41666667	14.04509245	-118.6032522
116	2.43333333	14.60999782	-123.0347305
117	2.45	15.19210531	-126.6407746
118	2.46666667	15.8788224	-127.2303953
119	2.48333333	15.98953287	-127.3133859
120	2.5	16.05008635	-122.8777061
